name,warehouse_amount,warehouse_cost,category,start_amount_20221,start_cost_20221,plus_amount_20221,plus_cost_20221,minus_amount_2021,minus_cost_20221,end_amount_20221,end_cost_20221,Code,Measure,start_amount_20222,start_cost_20222,plus_amount_20222,plus_cost_20222,minus_amount_20222,minus_cost_20222,end_amount_20222,end_cost_20222,start_amount_20223,start_cost_20223,plus_amount_20223,plus_cost_20223,minus_amount_2023,minus_cost_20223,end_amount_20223,end_cost_20223,start_amount_20224,start_cost_20224,plus_amount_20224,plus_cost_20224,minus_amount_2024,minus_cost_20224,end_amount_20224,end_cost_20224
Стул на металлическом каркасе,60,147903.0,21.36,60.0,147903.0,0.0,0.0,0.0,0.0,60.0,147903.0,02-0000000017,ед,60.0,147903.0,0.0,0.0,0.0,0.0,60.0,147903.0,60.0,147903.0,0.0,0.0,0.0,0.0,60.0,147903.0,60.0,147903.0,0.0,0.0,0.0,0.0,60.0,147903.0
Стул с подлокотниками,109,238074.25,101.36,118.0,340122.61,0.0,0.0,0.0,0.0,118.0,340122.61,02-0000000017,ед,118.0,340122.61,0.0,0.0,0.0,0.0,118.0,340122.61,118.0,340122.61,0.0,0.0,0.0,0.0,118.0,340122.61,118.0,340122.61,0.0,0.0,0.0,0.0,118.0,340122.61
Стул с подлокотниками тип 1,2,0.0,101.36,2.0,27368.12,0.0,0.0,0.0,0.0,2.0,27368.12,02-0000000017,ед,2.0,27368.12,0.0,0.0,0.0,0.0,2.0,27368.12,2.0,27368.12,0.0,0.0,0.0,0.0,2.0,27368.12,2.0,27368.12,0.0,0.0,0.0,0.0,2.0,27368.12
Стул тип 1,54,275919.6,101.36,54.0,338048.1,0.0,0.0,0.0,0.0,54.0,338048.1,02-0000000017,ед,54.0,338048.1,0.0,0.0,0.0,0.0,54.0,338048.1,54.0,338048.1,0.0,0.0,0.0,0.0,54.0,338048.1,54.0,338048.1,0.0,0.0,0.0,0.0,54.0,338048.1
Стул тип 2,15,33652.97,101.36,15.0,57098.350000000006,0.0,0.0,0.0,0.0,15.0,57098.350000000006,02-0000000017,ед,15.0,57098.350000000006,0.0,0.0,0.0,0.0,15.0,57098.350000000006,15.0,57098.350000000006,0.0,0.0,0.0,0.0,15.0,57098.350000000006,15.0,57098.350000000006,0.0,0.0,0.0,0.0,15.0,57098.350000000006
Стул штабелируемый,258,212951.6,21.36,261.0,215288.5,0.0,0.0,0.0,0.0,261.0,215288.5,02-0000000017,ед,261.0,215288.5,0.0,0.0,0.0,0.0,261.0,215288.5,261.0,215288.5,0.0,0.0,0.0,0.0,261.0,215288.5,261.0,215288.5,0.0,0.0,3.0,2336.9,258.0,212951.6
Стул штабелируемый с пюпитром,55,92558.95000000001,21.36,55.0,92558.95000000001,0.0,0.0,0.0,0.0,55.0,92558.95000000001,02-0000000017,ед,55.0,92558.95000000001,0.0,0.0,0.0,0.0,55.0,92558.95000000001,55.0,92558.95000000001,0.0,0.0,0.0,0.0,55.0,92558.95000000001,55.0,92558.95000000001,0.0,0.0,0.0,0.0,55.0,92558.95000000001
Стяжка межсекционная мебельная,100,401.0,105.36,100.0,401.0,0.0,0.0,0.0,0.0,100.0,401.0,02-000000001371,шт,100.0,401.0,0.0,0.0,0.0,0.0,100.0,401.0,100.0,401.0,0.0,0.0,0.0,0.0,100.0,401.0,100.0,401.0,0.0,0.0,0.0,0.0,100.0,401.0
Сушилка для рук Electrolux EHDA2500,2,0.0,101.36,2.0,21900.0,0.0,0.0,0.0,0.0,2.0,21900.0,02-0000000017,ед,2.0,21900.0,0.0,0.0,0.0,0.0,2.0,21900.0,2.0,21900.0,0.0,0.0,0.0,0.0,2.0,21900.0,2.0,21900.0,0.0,0.0,0.0,0.0,2.0,21900.0
Считыватель ESMART Reader Stone система контроля удаленного доступа,2,0.0,101.34,2.0,33389.4,0.0,0.0,0.0,0.0,2.0,33389.4,02-0000000017,ед,2.0,33389.4,0.0,0.0,0.0,0.0,2.0,33389.4,2.0,33389.4,0.0,0.0,0.0,0.0,2.0,33389.4,2.0,33389.4,0.0,0.0,0.0,0.0,2.0,33389.4
Считыватель карт доступа HID multiCLASS RP10,28,194480.0,21.34,28.0,194480.0,0.0,0.0,0.0,0.0,28.0,194480.0,02-0000000017,ед,28.0,194480.0,0.0,0.0,0.0,0.0,28.0,194480.0,28.0,194480.0,0.0,0.0,0.0,0.0,28.0,194480.0,28.0,194480.0,0.0,0.0,0.0,0.0,28.0,194480.0
Табуретстремянка СД207 380х370х580 мм,3,5769.99,21.36,3.0,5769.99,0.0,0.0,0.0,0.0,3.0,5769.99,02-0000000017,ед,3.0,5769.99,0.0,0.0,0.0,0.0,3.0,5769.99,3.0,5769.99,0.0,0.0,0.0,0.0,3.0,5769.99,3.0,5769.99,0.0,0.0,0.0,0.0,3.0,5769.99
Тележка деревянная,2,4320.0,21.36,0.0,0.0,4.0,8640.0,2.0,4320.0,2.0,4320.0,02-0000000017,ед,2.0,4320.0,0.0,0.0,0.0,0.0,2.0,4320.0,2.0,4320.0,0.0,0.0,0.0,0.0,2.0,4320.0,2.0,4320.0,0.0,0.0,0.0,0.0,2.0,4320.0
Тележка платформенная ТПСР2ФЛ2,1,7225.69,21.34,1.0,7225.69,0.0,0.0,0.0,0.0,1.0,7225.69,02-0000000017,ед,1.0,7225.69,0.0,0.0,0.0,0.0,1.0,7225.69,1.0,7225.69,0.0,0.0,0.0,0.0,1.0,7225.69,1.0,7225.69,0.0,0.0,0.0,0.0,1.0,7225.69
Телескопический удлинитель для малярных валиков,3,876.75,105.36,3.0,876.75,0.0,0.0,0.0,0.0,3.0,876.75,02-000000001369,шт,3.0,876.75,0.0,0.0,0.0,0.0,3.0,876.75,3.0,876.75,0.0,0.0,0.0,0.0,3.0,876.75,3.0,876.75,0.0,0.0,0.0,0.0,3.0,876.75
Тепловизор CEM DT870,1,0.0,101.34,1.0,56980.0,0.0,0.0,0.0,0.0,1.0,56980.0,02-0000000017,ед,1.0,56980.0,0.0,0.0,0.0,0.0,1.0,56980.0,1.0,56980.0,0.0,0.0,0.0,0.0,1.0,56980.0,1.0,56980.0,0.0,0.0,0.0,0.0,1.0,56980.0
Термогигрометр TESTO 4102,1,0.0,101.36,1.0,14060.0,0.0,0.0,0.0,0.0,1.0,14060.0,02-0000000017,ед,1.0,14060.0,0.0,0.0,0.0,0.0,1.0,14060.0,1.0,14060.0,0.0,0.0,0.0,0.0,1.0,14060.0,1.0,14060.0,0.0,0.0,0.0,0.0,1.0,14060.0
Термогигрометр TESTO 605H1,1,8968.0,21.36,1.0,8968.0,0.0,0.0,0.0,0.0,1.0,8968.0,02-0000000017,ед,1.0,8968.0,0.0,0.0,0.0,0.0,1.0,8968.0,1.0,8968.0,0.0,0.0,0.0,0.0,1.0,8968.0,1.0,8968.0,0.0,0.0,0.0,0.0,1.0,8968.0
Термометр инфракрасный,9,71280.0,21.34,11.0,87120.0,0.0,0.0,0.0,0.0,11.0,87120.0,02-0000000017,ед,11.0,87120.0,0.0,0.0,0.0,0.0,11.0,87120.0,11.0,87120.0,0.0,0.0,0.0,0.0,11.0,87120.0,11.0,87120.0,0.0,0.0,2.0,15840.0,9.0,71280.0
Термопот SCARLETT SCET10D50,2,4936.2,21.36,3.0,7404.299999999999,0.0,0.0,0.0,0.0,3.0,7404.299999999999,02-0000000017,ед,3.0,7404.299999999999,0.0,0.0,0.0,0.0,3.0,7404.299999999999,3.0,7404.299999999999,0.0,0.0,0.0,0.0,3.0,7404.299999999999,3.0,7404.299999999999,0.0,0.0,1.0,2468.1,2.0,4936.2
Термопот SUPRA TPS5005ST,6,21746.84,21.34,6.0,21746.84,0.0,0.0,0.0,0.0,6.0,21746.84,02-0000000017,ед,6.0,21746.84,0.0,0.0,0.0,0.0,6.0,21746.84,6.0,21746.84,0.0,0.0,0.0,0.0,6.0,21746.84,6.0,21746.84,0.0,0.0,0.0,0.0,6.0,21746.84
Тревожная сигнализацияЯковоапостольский пер,1,0.0,101.34,1.0,34801.12,0.0,0.0,0.0,0.0,1.0,34801.12,02-0000000017,ед,1.0,34801.12,0.0,0.0,0.0,0.0,1.0,34801.12,1.0,34801.12,0.0,0.0,0.0,0.0,1.0,34801.12,1.0,34801.12,0.0,0.0,0.0,0.0,1.0,34801.12
Тумба TTF цвет Венге,1,0.0,101.36,1.0,28632.0,0.0,0.0,0.0,0.0,1.0,28632.0,02-0000000017,ед,1.0,28632.0,0.0,0.0,0.0,0.0,1.0,28632.0,1.0,28632.0,0.0,0.0,0.0,0.0,1.0,28632.0,1.0,28632.0,0.0,0.0,0.0,0.0,1.0,28632.0
Тумба для оргтехники ИМАГО,2,8139.64,21.36,2.0,8139.64,0.0,0.0,0.0,0.0,2.0,8139.64,02-0000000017,ед,2.0,8139.64,0.0,0.0,0.0,0.0,2.0,8139.64,2.0,8139.64,0.0,0.0,0.0,0.0,2.0,8139.64,2.0,8139.64,0.0,0.0,0.0,0.0,2.0,8139.64
Тумба мобильная,1030,3108876.66,101.36,1030.0,5950934.92,0.0,0.0,0.0,0.0,1030.0,5950934.92,02-0000000017,ед,1030.0,5950934.92,0.0,0.0,0.0,0.0,1030.0,5950934.92,1030.0,5950934.92,0.0,0.0,0.0,0.0,1030.0,5950934.92,1030.0,5950934.92,0.0,0.0,0.0,0.0,1030.0,5950934.92
Тумба мобильная БОНД венге,1,0.0,101.36,1.0,13230.0,0.0,0.0,0.0,0.0,1.0,13230.0,02-0000000017,ед,1.0,13230.0,0.0,0.0,0.0,0.0,1.0,13230.0,1.0,13230.0,0.0,0.0,0.0,0.0,1.0,13230.0,1.0,13230.0,0.0,0.0,0.0,0.0,1.0,13230.0
Тумба мобильная для персонала,165,1327926.6,21.36,165.0,1327926.6,0.0,0.0,0.0,0.0,165.0,1327926.6,02-0000000017,ед,165.0,1327926.6,0.0,0.0,0.0,0.0,165.0,1327926.6,165.0,1327926.6,0.0,0.0,0.0,0.0,165.0,1327926.6,165.0,1327926.6,0.0,0.0,0.0,0.0,165.0,1327926.6
Тумба мобильная тип 1 Geradom GD1112,109,0.0,101.36,109.0,574430.0,0.0,0.0,0.0,0.0,109.0,574430.0,02-0000000017,ед,109.0,574430.0,0.0,0.0,0.0,0.0,109.0,574430.0,109.0,574430.0,0.0,0.0,0.0,0.0,109.0,574430.0,109.0,574430.0,0.0,0.0,0.0,0.0,109.0,574430.0
Тумба мобильная тип 2 Geradom GD1167,5,0.0,101.36,5.0,56400.0,0.0,0.0,0.0,0.0,5.0,56400.0,02-0000000017,ед,5.0,56400.0,0.0,0.0,0.0,0.0,5.0,56400.0,5.0,56400.0,0.0,0.0,0.0,0.0,5.0,56400.0,5.0,56400.0,0.0,0.0,0.0,0.0,5.0,56400.0
Тумба однодверная,3,0.0,101.36,3.0,46680.0,0.0,0.0,0.0,0.0,3.0,46680.0,02-0000000017,ед,3.0,46680.0,0.0,0.0,0.0,0.0,3.0,46680.0,3.0,46680.0,0.0,0.0,0.0,0.0,3.0,46680.0,3.0,46680.0,0.0,0.0,0.0,0.0,3.0,46680.0
Тумба однодверная ДСП 706х549х560 цвет темносерый,1,0.0,101.36,1.0,46650.0,0.0,0.0,0.0,0.0,1.0,46650.0,02-0000000017,ед,1.0,46650.0,0.0,0.0,0.0,0.0,1.0,46650.0,1.0,46650.0,0.0,0.0,0.0,0.0,1.0,46650.0,1.0,46650.0,0.0,0.0,0.0,0.0,1.0,46650.0
Тумба однодверная ДСП 706х600х560 цвет темносерый,1,0.0,101.36,1.0,53325.0,0.0,0.0,0.0,0.0,1.0,53325.0,02-0000000017,ед,1.0,53325.0,0.0,0.0,0.0,0.0,1.0,53325.0,1.0,53325.0,0.0,0.0,0.0,0.0,1.0,53325.0,1.0,53325.0,0.0,0.0,0.0,0.0,1.0,53325.0
Тумба однодверная ДСП 706х600х560 цвет темносерый ДСП,3,0.0,101.36,3.0,52520.0,0.0,0.0,0.0,0.0,3.0,52520.0,02-0000000017,ед,3.0,52520.0,0.0,0.0,0.0,0.0,3.0,52520.0,3.0,52520.0,0.0,0.0,0.0,0.0,3.0,52520.0,3.0,52520.0,0.0,0.0,0.0,0.0,3.0,52520.0
Тумба офисная выкатная,150,773095.5,21.36,150.0,773095.5,0.0,0.0,0.0,0.0,150.0,773095.5,02-0000000017,ед,150.0,773095.5,0.0,0.0,0.0,0.0,150.0,773095.5,150.0,773095.5,0.0,0.0,0.0,0.0,150.0,773095.5,150.0,773095.5,0.0,0.0,0.0,0.0,150.0,773095.5
Тумба офисная под оргтехникусервисная из древесиныдревесных материалов,10,44729.799999999996,21.36,10.0,44729.8,0.0,0.0,0.0,0.0,10.0,44729.8,02-0000000017,ед,10.0,44729.8,0.0,0.0,0.0,0.0,10.0,44729.8,10.0,44729.8,0.0,0.0,0.0,0.0,10.0,44729.8,10.0,44729.8,0.0,0.0,0.0,0.0,10.0,44729.8
Тумба под мойку,1,0.0,101.36,1.0,7719.83,0.0,0.0,0.0,0.0,1.0,7719.83,02-0000000017,ед,1.0,7719.83,0.0,0.0,0.0,0.0,1.0,7719.83,1.0,7719.83,0.0,0.0,0.0,0.0,1.0,7719.83,1.0,7719.83,0.0,0.0,0.0,0.0,1.0,7719.83
Тумба под оргтехнику,33,116177.75,101.36,33.0,188664.83,0.0,0.0,0.0,0.0,33.0,188664.83,02-0000000017,ед,33.0,188664.83,0.0,0.0,0.0,0.0,33.0,188664.83,33.0,188664.83,0.0,0.0,0.0,0.0,33.0,188664.83,33.0,188664.83,0.0,0.0,0.0,0.0,33.0,188664.83
Тумба приставная,15,37913.4,21.36,15.0,37913.4,0.0,0.0,0.0,0.0,15.0,37913.4,02-0000000017,ед,15.0,37913.4,0.0,0.0,0.0,0.0,15.0,37913.4,15.0,37913.4,0.0,0.0,0.0,0.0,15.0,37913.4,15.0,37913.4,0.0,0.0,0.0,0.0,15.0,37913.4
Тумба сервисная для руководителя,5,0.0,101.36,5.0,167026.7,0.0,0.0,0.0,0.0,5.0,167026.7,02-0000000017,ед,5.0,167026.7,0.0,0.0,0.0,0.0,5.0,167026.7,5.0,167026.7,0.0,0.0,0.0,0.0,5.0,167026.7,5.0,167026.7,0.0,0.0,0.0,0.0,5.0,167026.7
Тумба сервисная коллекции Сенатор,1,0.0,101.36,1.0,32922.0,0.0,0.0,0.0,0.0,1.0,32922.0,02-0000000017,ед,1.0,32922.0,0.0,0.0,0.0,0.0,1.0,32922.0,1.0,32922.0,0.0,0.0,0.0,0.0,1.0,32922.0,1.0,32922.0,0.0,0.0,0.0,0.0,1.0,32922.0
Тумба стационарная с замком ДСП 4 ящика,15,0.0,101.36,15.0,57450.0,0.0,0.0,0.0,0.0,15.0,57450.0,02-0000000017,ед,15.0,57450.0,0.0,0.0,0.0,0.0,15.0,57450.0,15.0,57450.0,0.0,0.0,0.0,0.0,15.0,57450.0,15.0,57450.0,0.0,0.0,0.0,0.0,15.0,57450.0
Угловой двухместный элемент дивана,2,0.0,101.36,2.0,39060.0,0.0,0.0,0.0,0.0,2.0,39060.0,02-0000000017,ед,2.0,39060.0,0.0,0.0,0.0,0.0,2.0,39060.0,2.0,39060.0,0.0,0.0,0.0,0.0,2.0,39060.0,2.0,39060.0,0.0,0.0,0.0,0.0,2.0,39060.0
Уголок крепежный услиенный 5050352 мм,4,66.8,105.36,26.0,434.2,0.0,0.0,0.0,0.0,26.0,434.2,02-000000001047,шт,26.0,434.2,0.0,0.0,0.0,0.0,26.0,434.2,26.0,434.2,0.0,0.0,0.0,0.0,26.0,434.2,26.0,434.2,0.0,0.0,22.0,367.4,4.0,66.8
Удлинитель 25 м на катушке LUX ПВС 20,3,3432.75,105.36,3.0,3432.75,0.0,0.0,0.0,0.0,3.0,3432.75,02-000000001333,шт,3.0,3432.75,0.0,0.0,0.0,0.0,3.0,3432.75,3.0,3432.75,0.0,0.0,0.0,0.0,3.0,3432.75,3.0,3432.75,0.0,0.0,0.0,0.0,3.0,3432.75
Удлинитель РАДИСТ ПРЕМИУМ P16012,13,3354.26,105.36,13.0,3354.26,0.0,0.0,0.0,0.0,13.0,3354.26,02-000000000734,шт,13.0,3354.26,0.0,0.0,0.0,0.0,13.0,3354.26,13.0,3354.26,0.0,0.0,0.0,0.0,13.0,3354.26,13.0,3354.26,0.0,0.0,0.0,0.0,13.0,3354.26
Удлинитель в бухте POWER CUBE,2,751.98,105.36,3.0,1127.97,0.0,0.0,0.0,0.0,3.0,1127.97,02-000000000733,шт,3.0,1127.97,0.0,0.0,1.0,375.99,2.0,751.98,2.0,751.98,0.0,0.0,0.0,0.0,2.0,751.98,2.0,751.98,0.0,0.0,0.0,0.0,2.0,751.98
Уничтожитель документов DUO,1,0.0,101.36,1.0,7075.34,0.0,0.0,0.0,0.0,1.0,7075.34,02-0000000017,ед,1.0,7075.34,0.0,0.0,0.0,0.0,1.0,7075.34,1.0,7075.34,0.0,0.0,0.0,0.0,1.0,7075.34,1.0,7075.34,0.0,0.0,0.0,0.0,1.0,7075.34
Уничтожитель документов FELLOWES,1,0.0,101.36,1.0,4019.54,0.0,0.0,0.0,0.0,1.0,4019.54,02-0000000017,ед,1.0,4019.54,0.0,0.0,0.0,0.0,1.0,4019.54,1.0,4019.54,0.0,0.0,0.0,0.0,1.0,4019.54,1.0,4019.54,0.0,0.0,0.0,0.0,1.0,4019.54
Уничтожитель документов HSM Classic 104339,4,0.0,101.36,4.0,130100.0,0.0,0.0,0.0,0.0,4.0,130100.0,02-0000000017,ед,4.0,130100.0,0.0,0.0,0.0,0.0,4.0,130100.0,4.0,130100.0,0.0,0.0,0.0,0.0,4.0,130100.0,4.0,130100.0,0.0,0.0,0.0,0.0,4.0,130100.0
Уничтожитель документов HSM Shredstar S10 6 мм,2,19800.0,21.36,2.0,19800.0,0.0,0.0,0.0,0.0,2.0,19800.0,02-0000000017,ед,2.0,19800.0,0.0,0.0,0.0,0.0,2.0,19800.0,2.0,19800.0,0.0,0.0,0.0,0.0,2.0,19800.0,2.0,19800.0,0.0,0.0,0.0,0.0,2.0,19800.0
Уничтожитель документов HSM Shredstar X5 бел,4,38016.0,21.36,4.0,38016.0,0.0,0.0,0.0,0.0,4.0,38016.0,02-0000000017,ед,4.0,38016.0,0.0,0.0,0.0,0.0,4.0,38016.0,4.0,38016.0,0.0,0.0,0.0,0.0,4.0,38016.0,4.0,38016.0,0.0,0.0,0.0,0.0,4.0,38016.0
Фильтр UNIX 522 марки А2В2Е2,4,2695.84,105.35,4.0,2695.84,0.0,0.0,0.0,0.0,4.0,2695.84,02-000000002555,упак,4.0,2695.84,0.0,0.0,0.0,0.0,4.0,2695.84,4.0,2695.84,0.0,0.0,0.0,0.0,4.0,2695.84,4.0,2695.84,0.0,0.0,0.0,0.0,4.0,2695.84
Фильтр противоаэрозольный UNIX Р2,8,1300.64,105.35,8.0,1300.64,0.0,0.0,0.0,0.0,8.0,1300.64,02-000000002556,упак,8.0,1300.64,0.0,0.0,0.0,0.0,8.0,1300.64,8.0,1300.64,0.0,0.0,0.0,0.0,8.0,1300.64,8.0,1300.64,0.0,0.0,0.0,0.0,8.0,1300.64
Флипчарт 70х100 на роликах Attache,2,10536.76,21.36,2.0,10536.76,0.0,0.0,0.0,0.0,2.0,10536.76,02-0000000017,ед,2.0,10536.76,0.0,0.0,0.0,0.0,2.0,10536.76,2.0,10536.76,0.0,0.0,0.0,0.0,2.0,10536.76,2.0,10536.76,0.0,0.0,0.0,0.0,2.0,10536.76
Флипчарт 70х100 на треноге Attache,2,4924.84,21.36,2.0,4924.84,0.0,0.0,0.0,0.0,2.0,4924.84,02-0000000017,ед,2.0,4924.84,0.0,0.0,0.0,0.0,2.0,4924.84,2.0,4924.84,0.0,0.0,0.0,0.0,2.0,4924.84,2.0,4924.84,0.0,0.0,0.0,0.0,2.0,4924.84
Флипчарт магнитномаркерный 70х100 см,11,0.0,101.36,11.0,55255.97,0.0,0.0,0.0,0.0,11.0,55255.97,02-0000000017,ед,11.0,55255.97,0.0,0.0,0.0,0.0,11.0,55255.97,11.0,55255.97,0.0,0.0,0.0,0.0,11.0,55255.97,11.0,55255.97,0.0,0.0,0.0,0.0,11.0,55255.97
Флипчарт магнитномаркерный 70х100 см ATTACHE,3,0.0,101.36,3.0,18478.98,0.0,0.0,0.0,0.0,3.0,18478.98,02-0000000017,ед,3.0,18478.98,0.0,0.0,0.0,0.0,3.0,18478.98,3.0,18478.98,0.0,0.0,0.0,0.0,3.0,18478.98,3.0,18478.98,0.0,0.0,0.0,0.0,3.0,18478.98
Фотолюминесцентная инструкция 400300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,2,2140.0,21.36,2.0,2140.0,0.0,0.0,0.0,0.0,2.0,2140.0,02-0000000017,ед,2.0,2140.0,0.0,0.0,0.0,0.0,2.0,2140.0,2.0,2140.0,0.0,0.0,0.0,0.0,2.0,2140.0,2.0,2140.0,0.0,0.0,0.0,0.0,2.0,2140.0
Фотолюминесцентный план эвакуации,3,8540.0,21.36,3.0,8540.0,0.0,0.0,0.0,0.0,3.0,8540.0,02-0000000017,ед,3.0,8540.0,0.0,0.0,0.0,0.0,3.0,8540.0,3.0,8540.0,0.0,0.0,0.0,0.0,3.0,8540.0,3.0,8540.0,0.0,0.0,0.0,0.0,3.0,8540.0
Фотолюминесцентный план эвакуации 400300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,10,10830.0,21.36,10.0,10830.0,0.0,0.0,0.0,0.0,10.0,10830.0,02-0000000017,ед,10.0,10830.0,0.0,0.0,0.0,0.0,10.0,10830.0,10.0,10830.0,0.0,0.0,0.0,0.0,10.0,10830.0,10.0,10830.0,0.0,0.0,0.0,0.0,10.0,10830.0
Фотолюминесцентный план эвакуации 600400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,18,27180.0,21.36,18.0,27180.0,0.0,0.0,0.0,0.0,18.0,27180.0,02-0000000017,ед,18.0,27180.0,0.0,0.0,0.0,0.0,18.0,27180.0,18.0,27180.0,0.0,0.0,0.0,0.0,18.0,27180.0,18.0,27180.0,0.0,0.0,0.0,0.0,18.0,27180.0
Халат мужской р 104108182188,1,1028.63,105.35,1.0,1028.63,0.0,0.0,0.0,0.0,1.0,1028.63,02-000000002560,шт,1.0,1028.63,0.0,0.0,0.0,0.0,1.0,1028.63,1.0,1028.63,0.0,0.0,0.0,0.0,1.0,1028.63,1.0,1028.63,0.0,0.0,0.0,0.0,1.0,1028.63
Холодильник ATLANT MX 282280,1,0.0,101.36,1.0,27500.0,0.0,0.0,0.0,0.0,1.0,27500.0,02-0000000017,ед,1.0,27500.0,0.0,0.0,0.0,0.0,1.0,27500.0,1.0,27500.0,0.0,0.0,0.0,0.0,1.0,27500.0,1.0,27500.0,0.0,0.0,0.0,0.0,1.0,27500.0
Холодильник ATLANT MX 581062,5,0.0,101.36,5.0,70252.5,0.0,0.0,0.0,0.0,5.0,70252.5,02-0000000017,ед,5.0,70252.5,0.0,0.0,0.0,0.0,5.0,70252.5,5.0,70252.5,0.0,0.0,0.0,0.0,5.0,70252.5,5.0,70252.5,0.0,0.0,0.0,0.0,5.0,70252.5
Холодильник ATLANT МХ 581062,5,0.0,101.34,5.0,75021.3,0.0,0.0,0.0,0.0,5.0,75021.3,02-0000000017,ед,5.0,75021.3,0.0,0.0,0.0,0.0,5.0,75021.3,5.0,75021.3,0.0,0.0,0.0,0.0,5.0,75021.3,5.0,75021.3,0.0,0.0,0.0,0.0,5.0,75021.3
Холодильник CANDY CKBG 3350E встраиваемый,2,0.0,101.36,2.0,67500.0,0.0,0.0,0.0,0.0,2.0,67500.0,02-0000000017,ед,2.0,67500.0,0.0,0.0,0.0,0.0,2.0,67500.0,2.0,67500.0,0.0,0.0,0.0,0.0,2.0,67500.0,2.0,67500.0,0.0,0.0,0.0,0.0,2.0,67500.0
Холодильник Daewoo FR051AR,2,16915.0,21.36,2.0,16915.0,0.0,0.0,0.0,0.0,2.0,16915.0,02-0000000017,ед,2.0,16915.0,0.0,0.0,0.0,0.0,2.0,16915.0,2.0,16915.0,0.0,0.0,0.0,0.0,2.0,16915.0,2.0,16915.0,0.0,0.0,0.0,0.0,2.0,16915.0
Холодильник INDESIT ST 167,7,0.0,101.36,7.0,127600.32,0.0,0.0,0.0,0.0,7.0,127600.32,02-0000000017,ед,7.0,127600.32,0.0,0.0,0.0,0.0,7.0,127600.32,7.0,127600.32,0.0,0.0,0.0,0.0,7.0,127600.32,7.0,127600.32,0.0,0.0,0.0,0.0,7.0,127600.32
Холодильник INDESIT TT 85005,5,0.0,101.36,5.0,62076.380000000005,0.0,0.0,0.0,0.0,5.0,62076.380000000005,02-0000000017,ед,5.0,62076.380000000005,0.0,0.0,0.0,0.0,5.0,62076.380000000005,5.0,62076.380000000005,0.0,0.0,0.0,0.0,5.0,62076.380000000005,5.0,62076.380000000005,0.0,0.0,0.0,0.0,5.0,62076.380000000005
Холодильник Атлант,1,0.0,101.36,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0,02-0000000017,ед,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0
Холодильник встраиваемый АС25В 350х395х458,1,0.0,101.36,1.0,22930.0,0.0,0.0,0.0,0.0,1.0,22930.0,02-0000000017,ед,1.0,22930.0,0.0,0.0,0.0,0.0,1.0,22930.0,1.0,22930.0,0.0,0.0,0.0,0.0,1.0,22930.0,1.0,22930.0,0.0,0.0,0.0,0.0,1.0,22930.0
Чайник BOSCH TWK3A013,28,64788.549999999996,21.34,24.0,50525.4,0.0,0.0,0.0,0.0,24.0,50525.4,02-0000000017,ед,24.0,50525.4,0.0,0.0,0.0,0.0,24.0,50525.4,24.0,50525.4,0.0,0.0,0.0,0.0,24.0,50525.4,24.0,50525.4,10.0,32934.5,6.0,18671.35,28.0,64788.549999999996
Чайниктермопот электрический REDMOND RTP  M801 35 л,2,0.0,101.36,2.0,11688.0,0.0,0.0,0.0,0.0,2.0,11688.0,02-0000000017,ед,2.0,11688.0,0.0,0.0,0.0,0.0,2.0,11688.0,2.0,11688.0,0.0,0.0,0.0,0.0,2.0,11688.0,2.0,11688.0,0.0,0.0,0.0,0.0,2.0,11688.0
Часы настенные Clock brass,43,44624.54,21.36,46.0,47737.88,0.0,0.0,0.0,0.0,46.0,47737.88,02-0000000017,ед,46.0,47737.88,0.0,0.0,0.0,0.0,46.0,47737.88,46.0,47737.88,0.0,0.0,0.0,0.0,46.0,47737.88,46.0,47737.88,0.0,0.0,3.0,3113.34,43.0,44624.54
Часы настенные Scarlett SC55K,8,5160.0,21.36,8.0,5160.0,0.0,0.0,0.0,0.0,8.0,5160.0,02-0000000017,ед,8.0,5160.0,0.0,0.0,0.0,0.0,8.0,5160.0,8.0,5160.0,0.0,0.0,0.0,0.0,8.0,5160.0,8.0,5160.0,0.0,0.0,0.0,0.0,8.0,5160.0
Чашка для опечатывания с флажком,15,10998.0,105.36,15.0,10998.0,0.0,0.0,0.0,0.0,15.0,10998.0,02-000000002355,шт,15.0,10998.0,0.0,0.0,0.0,0.0,15.0,10998.0,15.0,10998.0,0.0,0.0,0.0,0.0,15.0,10998.0,15.0,10998.0,0.0,0.0,0.0,0.0,15.0,10998.0
Шкаф  модуль напольный,1,0.0,101.36,1.0,23179.87,0.0,0.0,0.0,0.0,1.0,23179.87,02-0000000017,ед,1.0,23179.87,0.0,0.0,0.0,0.0,1.0,23179.87,1.0,23179.87,0.0,0.0,0.0,0.0,1.0,23179.87,1.0,23179.87,0.0,0.0,0.0,0.0,1.0,23179.87
